course_id,course_title,url,is_paid,price,num_subscribers,num_reviews,num_lectures,level,content_duration,published_timestamp,subject,Month-Year,price_log,price_sqrt,price_adjusted,price_boxcox
519442,The Complete Ruby on Rails Developer Course,https://www.udemy.com/the-complete-ruby-on-rails-developer-course/,True,195,33677,3809,283,All Levels,31.5,2015-10-23 20:29:25+00:00,Web Development,Oct-2015,5.272999558563747,13.96424004376894,195.0,16.89149081197764
625204,The Web Developer Bootcamp,https://www.udemy.com/the-web-developer-bootcamp/,True,200,121584,27445,342,All Levels,43.0,2015-11-02 21:13:27+00:00,Web Development,Nov-2015,5.298317366548036,14.142135623730951,200.0,17.080263507713216
764164,The Complete Web Developer Course 2.0,https://www.udemy.com/the-complete-web-developer-course-2/,True,200,114512,22412,304,All Levels,30.5,2016-03-08 22:28:36+00:00,Web Development,Mar-2016,5.298317366548036,14.142135623730951,200.0,17.080263507713216
446134,Ultimate Web Designer & Developer Course: Build 23 Projects!,https://www.udemy.com/web-developer-course/,True,200,33788,4434,246,All Levels,32.5,2015-08-20 20:55:19+00:00,Web Development,Aug-2015,5.298317366548036,14.142135623730951,200.0,17.080263507713216
1093608,The Most Comprehensive Web Development Course,https://www.udemy.com/comprehensive-web-developer-course/,True,200,333,22,353,All Levels,42.0,2017-05-01 22:36:28+00:00,Web Development,May-2017,5.298317366548036,14.142135623730951,200.0,17.080263507713216
705264,Modern React with Redux,https://www.udemy.com/react-redux/,True,180,50815,15117,150,All Levels,26.5,2015-12-28 19:20:21+00:00,Web Development,Dec-2015,5.19295685089021,13.416407864998739,180.0,16.306493442479088
186096,"Core: A Web App Reference Guide for Django, Python, and More",https://www.udemy.com/coding-for-entrepreneurs-core/,True,195,2497,98,154,All Levels,26.0,2014-05-29 00:58:43+00:00,Web Development,May-2014,5.272999558563747,13.96424004376894,195.0,16.89149081197764
70640,Python Programming: Create an Digital Marketplace in Django,https://www.udemy.com/coding-for-entrepreneurs-marketplace-daily-deals/,True,195,4198,145,161,All Levels,26.0,2013-10-20 19:53:28+00:00,Web Development,Oct-2013,5.272999558563747,13.96424004376894,195.0,16.89149081197764
288466,Become a Kick-Ass Web Developer: From Newbie to Pro,https://www.udemy.com/become-a-web-developer/,True,200,6751,44,353,All Levels,48.5,2014-10-02 15:47:45+00:00,Web Development,Oct-2014,5.298317366548036,14.142135623730951,200.0,17.080263507713216
552258,Professional WordPress Theme Development from Scratch,https://www.udemy.com/photoshop-psd-to-wordpress-theme-development-from-scratch/,True,200,1284,173,301,All Levels,25.5,2015-10-13 00:41:30+00:00,Web Development,Oct-2015,5.298317366548036,14.142135623730951,200.0,17.080263507713216
563020,Learn to build 20 websites and build 14 iOS9 apps with swift,https://www.udemy.com/learn-to-build-20-websites-and-build-14-ios9-apps-with-swift/,True,40,1926,9,458,All Levels,22.5,2015-07-24 21:45:40+00:00,Web Development,Jul-2015,3.6888794541139363,6.324555320336759,40.0,8.060610974231809
495958,Build Advanced Responsive Websites with Foundation 6 & SASS,https://www.udemy.com/foundation-5-sass-learn-by-building-a-complete-website/,True,200,1276,245,271,All Levels,22.5,2015-07-08 22:31:50+00:00,Web Development,Jul-2015,5.298317366548036,14.142135623730951,200.0,17.080263507713216
826366,Building a ASP.NET MVC 5 Membership Website,https://www.udemy.com/building-a-mvc-5-membership-website/,True,95,654,86,239,Intermediate Level,25.5,2016-06-26 21:15:57+00:00,Web Development,Jun-2016,4.553876891600541,9.746794344808963,95.0,12.222505288149923
976854,Spring 4 Mastercourse: Covers Annotation & XML Configuration,https://www.udemy.com/java-spring-framework/,True,200,1353,53,320,Intermediate Level,23.5,2016-11-01 22:08:04+00:00,Web Development,Nov-2016,5.298317366548036,14.142135623730951,200.0,17.080263507713216
1008246,Modern E-Commerce Store In php & mysqli With Bootstrap,https://www.udemy.com/modern-e-commerce-store-in-php-mysqli-with-bootstrap/,True,50,240,45,358,All Levels,66.5,2016-12-09 16:18:49+00:00,Web Development,Dec-2016,3.912023005428146,7.0710678118654755,50.0,9.006980107920954
