course_id,course_title,url,is_paid,price,num_subscribers,num_reviews,num_lectures,level,content_duration,published_timestamp,subject,Month-Year,price_log,price_sqrt,price_adjusted,price_boxcox
924704,Ultimate Web Developer Course Build 10 Websites from Scratch,https://www.udemy.com/ultimate-web-developer-course-build-10-websites-from-scratch/,True,200,9359,110,402,Beginner Level,32.5,2016-10-10 15:09:14+00:00,Web Development,Oct-2016,5.298317366548036,14.142135623730951,200.0,17.080263507713216
1052118,Dissecting Ruby on Rails 5 - Become a Professional Developer,https://www.udemy.com/professional-rails-5-development-course/,True,195,2804,418,212,All Levels,37.5,2017-02-07 00:40:33+00:00,Web Development,Feb-2017,5.272999558563747,13.96424004376894,195.0,16.89149081197764
47963,"Coding for Entrepreneurs: Learn Python, Django, and More.",https://www.udemy.com/coding-for-entrepreneurs/,True,195,23412,799,251,All Levels,45.0,2013-04-08 00:46:14+00:00,Web Development,Apr-2013,5.272999558563747,13.96424004376894,195.0,16.89149081197764
1002676,The Full Stack Web Development,https://www.udemy.com/the-full-stack-web-development/,True,60,3119,453,207,Beginner Level,33.0,2016-11-24 00:38:03+00:00,Web Development,Nov-2016,4.0943445622221,7.745966692414834,60.0,9.842075987234011
140238,Become a Professional Web Developer | Version 3.0,https://www.udemy.com/web-development-tutorials/,True,200,6851,276,454,All Levels,60.0,2014-01-21 12:31:24+00:00,Web Development,Jan-2014,5.298317366548036,14.142135623730951,200.0,17.080263507713216
629142,The Ultimate Web Developer How To Guide,https://www.udemy.com/learn-web-development-complete-step-by-step-guide-to-success/,True,200,24861,423,281,All Levels,22.5,2015-11-26 04:31:11+00:00,Web Development,Nov-2015,5.298317366548036,14.142135623730951,200.0,17.080263507713216
473548,PHP OOP: Object Oriented Programming for beginners + Project,https://www.udemy.com/oop-php-object-oriented-programing-with-project-1-course/,True,200,6497,901,221,All Levels,18.0,2015-06-03 22:40:09+00:00,Web Development,Jun-2015,5.298317366548036,14.142135623730951,200.0,17.080263507713216
758582,PHP with Laravel for beginners - Become a Master in Laravel,https://www.udemy.com/php-with-laravel-for-beginners-become-a-master-in-laravel/,True,150,8496,1838,308,All Levels,29.5,2016-04-21 19:57:39+00:00,Web Development,Apr-2016,5.0106352940962555,12.24744871391589,150.0,15.038590868072822
390866,The Complete Web Developer Bootcamp - Beginner to Expert,https://www.udemy.com/job-ready-web-developer/,True,190,14103,1548,197,All Levels,21.5,2015-01-19 00:23:15+00:00,Web Development,Jan-2015,5.247024072160486,13.784048752090222,190.0,16.699693143663463
11174,Become a Web Developer from Scratch,https://www.udemy.com/how-to-become-a-web-developer-from-scratch/,True,120,69186,2408,197,All Levels,27.5,2011-11-19 21:51:20+00:00,Web Development,Nov-2011,4.787491742782046,10.954451150103322,120.0,13.601745242717644
79154,Back to School Web Development and Programming Bundle,https://www.udemy.com/back-to-school-web-development-and-programming-bundle/,True,200,18170,117,779,Beginner Level,44.5,2013-08-19 14:53:00+00:00,Web Development,Aug-2013,5.298317366548036,14.142135623730951,200.0,17.080263507713216
19332,The Original Complete Web Developer Course.,https://www.udemy.com/thecompletewebdeveloper/,True,20,31070,742,195,Beginner Level,18.0,2012-10-28 00:13:03+00:00,Web Development,Oct-2012,2.995732273553991,4.47213595499958,20.0,5.584328989943999
978728,"Thoughtful Web Development Course: HTML, Vue.js, PHP, MySQL",https://www.udemy.com/web-development-html5-css3-php-oop-and-mysql-database/,True,200,842,144,536,All Levels,25.0,2016-10-11 14:18:27+00:00,Web Development,Oct-2016,5.298317366548036,14.142135623730951,200.0,17.080263507713216
674608,The Complete Web Developer Masterclass: Beginner To Advanced,https://www.udemy.com/webdevelopercourse/,True,195,37141,1813,316,All Levels,51.0,2016-05-18 00:16:26+00:00,Web Development,May-2016,5.272999558563747,13.96424004376894,195.0,16.89149081197764
957422,How to Create A Website: An HTML Tutorial and CSS Tutorial,https://www.udemy.com/html-tutorial/,True,65,3012,260,330,All Levels,32.5,2016-09-25 20:55:57+00:00,Web Development,Sep-2016,4.174387269895637,8.06225774829855,65.0,10.227380743718149
1109150,RESTful API with Laravel 5.4: Definitive Guide,https://www.udemy.com/restful-api-with-laravel-php-homestead-passport-hateoas/,True,145,655,95,195,All Levels,12.5,2017-04-28 17:44:04+00:00,Web Development,Apr-2017,4.976733742420574,12.041594578792296,145.0,14.8123675262064
745120,CSSCasts; CSS libraries Plugins Tips & Tricks for Developers,https://www.udemy.com/csscasts-css-libraries-plugins-tips-tricks-for-developers/,True,200,1874,40,224,All Levels,44.5,2016-03-16 21:09:10+00:00,Web Development,Mar-2016,5.298317366548036,14.142135623730951,200.0,17.080263507713216
797040,Complete Guide to Front-End Web Development and Design,https://www.udemy.com/complete-guide-to-front-end-web-development-and-design/,True,200,1119,111,204,Beginner Level,16.5,2016-05-23 17:32:24+00:00,Web Development,May-2016,5.298317366548036,14.142135623730951,200.0,17.080263507713216
481696,Code & Grow Rich:  Earn More As An Entrepreneur Or Developer,https://www.udemy.com/code-grow-rich-earn-more-as-an-entrepreneur-or-developer/,True,200,7211,52,491,All Levels,57.0,2016-02-10 01:09:19+00:00,Web Development,Feb-2016,5.298317366548036,14.142135623730951,200.0,17.080263507713216
1047968,Vue JS 2: From Beginner to Professional,https://www.udemy.com/vuejs-from-beginner-to-professional/,True,145,602,93,214,All Levels,15.5,2016-12-28 03:56:24+00:00,Web Development,Dec-2016,4.976733742420574,12.041594578792296,145.0,14.8123675262064
548278,The Complete Web Development Course -  Build 15 Projects,https://www.udemy.com/complete-web-development-course/,True,200,7501,1213,384,All Levels,76.5,2015-11-09 22:01:02+00:00,Web Development,Nov-2015,5.298317366548036,14.142135623730951,200.0,17.080263507713216
756150,Angular 4 (formerly Angular 2) - The Complete Guide,https://www.udemy.com/the-complete-guide-to-angular-2/,True,190,73783,19649,329,All Levels,22.0,2016-02-11 07:29:29+00:00,Web Development,Feb-2016,5.247024072160486,13.784048752090222,190.0,16.699693143663463
405282,PHP for Beginners -Become a PHP Master - Project Included,https://www.udemy.com/php-for-complete-beginners-includes-msql-object-oriented/,True,200,28880,4316,286,All Levels,30.5,2015-02-14 00:54:08+00:00,Web Development,Feb-2015,5.298317366548036,14.142135623730951,200.0,17.080263507713216
519442,The Complete Ruby on Rails Developer Course,https://www.udemy.com/the-complete-ruby-on-rails-developer-course/,True,195,33677,3809,283,All Levels,31.5,2015-10-23 20:29:25+00:00,Web Development,Oct-2015,5.272999558563747,13.96424004376894,195.0,16.89149081197764
995016,Vue JS 2 - The Complete Guide (incl. Vue Router & Vuex),https://www.udemy.com/vuejs-2-the-complete-guide/,True,190,17671,4675,329,All Levels,18.0,2016-11-08 18:55:21+00:00,Web Development,Nov-2016,5.247024072160486,13.784048752090222,190.0,16.699693143663463
719002,Angular 2 with TypeScript for Beginners: The Pragmatic Guide,https://www.udemy.com/angular-2-tutorial-for-beginners/,True,150,40070,8341,194,All Levels,9.5,2016-03-03 20:17:59+00:00,Web Development,Mar-2016,5.0106352940962555,12.24744871391589,150.0,15.038590868072822
625204,The Web Developer Bootcamp,https://www.udemy.com/the-web-developer-bootcamp/,True,200,121584,27445,342,All Levels,43.0,2015-11-02 21:13:27+00:00,Web Development,Nov-2015,5.298317366548036,14.142135623730951,200.0,17.080263507713216
764164,The Complete Web Developer Course 2.0,https://www.udemy.com/the-complete-web-developer-course-2/,True,200,114512,22412,304,All Levels,30.5,2016-03-08 22:28:36+00:00,Web Development,Mar-2016,5.298317366548036,14.142135623730951,200.0,17.080263507713216
446134,Ultimate Web Designer & Developer Course: Build 23 Projects!,https://www.udemy.com/web-developer-course/,True,200,33788,4434,246,All Levels,32.5,2015-08-20 20:55:19+00:00,Web Development,Aug-2015,5.298317366548036,14.142135623730951,200.0,17.080263507713216
1093608,The Most Comprehensive Web Development Course,https://www.udemy.com/comprehensive-web-developer-course/,True,200,333,22,353,All Levels,42.0,2017-05-01 22:36:28+00:00,Web Development,May-2017,5.298317366548036,14.142135623730951,200.0,17.080263507713216
288466,Become a Kick-Ass Web Developer: From Newbie to Pro,https://www.udemy.com/become-a-web-developer/,True,200,6751,44,353,All Levels,48.5,2014-10-02 15:47:45+00:00,Web Development,Oct-2014,5.298317366548036,14.142135623730951,200.0,17.080263507713216
552258,Professional WordPress Theme Development from Scratch,https://www.udemy.com/photoshop-psd-to-wordpress-theme-development-from-scratch/,True,200,1284,173,301,All Levels,25.5,2015-10-13 00:41:30+00:00,Web Development,Oct-2015,5.298317366548036,14.142135623730951,200.0,17.080263507713216
563020,Learn to build 20 websites and build 14 iOS9 apps with swift,https://www.udemy.com/learn-to-build-20-websites-and-build-14-ios9-apps-with-swift/,True,40,1926,9,458,All Levels,22.5,2015-07-24 21:45:40+00:00,Web Development,Jul-2015,3.6888794541139363,6.324555320336759,40.0,8.060610974231809
30261,"Kids Coding -Introduction to HTML, CSS and JavaScript",https://www.udemy.com/kids-coding-introduction-to-html-css-and-javascript/,True,200,2355,143,215,Beginner Level,7.0,2012-11-26 20:00:40+00:00,Web Development,Nov-2012,5.298317366548036,14.142135623730951,200.0,17.080263507713216
495958,Build Advanced Responsive Websites with Foundation 6 & SASS,https://www.udemy.com/foundation-5-sass-learn-by-building-a-complete-website/,True,200,1276,245,271,All Levels,22.5,2015-07-08 22:31:50+00:00,Web Development,Jul-2015,5.298317366548036,14.142135623730951,200.0,17.080263507713216
826366,Building a ASP.NET MVC 5 Membership Website,https://www.udemy.com/building-a-mvc-5-membership-website/,True,95,654,86,239,Intermediate Level,25.5,2016-06-26 21:15:57+00:00,Web Development,Jun-2016,4.553876891600541,9.746794344808963,95.0,12.222505288149923
976854,Spring 4 Mastercourse: Covers Annotation & XML Configuration,https://www.udemy.com/java-spring-framework/,True,200,1353,53,320,Intermediate Level,23.5,2016-11-01 22:08:04+00:00,Web Development,Nov-2016,5.298317366548036,14.142135623730951,200.0,17.080263507713216
1008246,Modern E-Commerce Store In php & mysqli With Bootstrap,https://www.udemy.com/modern-e-commerce-store-in-php-mysqli-with-bootstrap/,True,50,240,45,358,All Levels,66.5,2016-12-09 16:18:49+00:00,Web Development,Dec-2016,3.912023005428146,7.0710678118654755,50.0,9.006980107920954
459922,The Complete Web Developer Course - Build 20 Websites,https://www.udemy.com/the-complete-web-developer-course-build-20-websites/,True,20,2650,61,304,All Levels,15.5,2015-03-26 22:11:15+00:00,Web Development,Mar-2015,2.995732273553991,4.47213595499958,20.0,5.584328989943999
